student_id,toan,ngu_van,ngoai_ngu,vat_ly,hoa_hoc,sinh_hoc,lich_su,dia_ly,gdcd
37006184,8,7.75,5.6,,,,,8.75,8.75
37010183,7.4,7.5,7.75,,,,9.25,5.4,7.25
37002184,6.8,5.75,7.4,,,,,5.75,8.25
37014173,5.6,5,4.8,,,,5.5,5.5,7.25
37012183,7,7.5,4,,,,,8.25,8.5
37004168,4.2,7.5,5,,,,5,7,8.5
37016173,6,7.25,5.6,,,,,7.5,
37008174,6.4,7,,,,,7.25,5.75,
37006185,6.8,7.25,7.6,,,,,7.5,8.5
37010184,7.2,6.5,8,,,,8.5,4.6,6.75
37002185,8.2,7,3.6,6.25,6.75,4.75,,,
37014174,7.4,6.5,5.6,,,,6.75,7.25,8.75
37012184,8.4,7.75,5.2,8.25,8.5,5,,,
37016174,6.6,4.75,7.2,,,,,6.75,
37004169,6.2,7.75,,,,,6,8.5,
37008175,6,5,,,,,7.5,7.5,
37006186,7.4,7.75,4.8,,,,,8.25,8.25
37010185,8.2,7.75,6.5,,,,7.75,8.2,4.5
37002186,8.4,7.5,8.8,7.75,5.5,5,,,
37012185,8,8.5,5.2,,,,,8.75,8
37014175,5,4,5.2,,,,5.5,5.75,6.25
37016175,6.6,6.75,7.6,,,,,6.5,
37004170,7.4,6.5,5.6,,,,7.75,8.25,8
37008176,4.6,4.5,,,,,6.25,7.75,
37006187,5.2,6.25,3.4,,,,,7.25,9.5
37010186,7.8,5.75,7.25,,,,8.25,7,5.75
37002187,8,7.5,8.6,5.75,5,5.75,,,
37012186,7.4,7.75,6.2,,,,,8,7.25
37014176,7.2,7.25,4.6,7.25,7,4.75,,,
37016176,6.6,6,7.4,,,,,7,
37004171,6.6,7,4.8,,,,7.5,6.5,8
37008177,3.8,5.25,4.4,,,,6.25,7.25,8
37006188,5.4,6.25,3,,,,,7.25,7.75
37010187,8,7.75,,4.75,8.25,7,,7,
37002188,8.8,6.75,8,6.75,9.5,6.75,,,
37012187,6.8,6,5,,,,,6.25,7.75
37014177,6.6,6.25,4.8,7,6.25,6.5,,,
37004172,6.4,5.5,,,,,5.75,6.25,
37008178,3.4,5.75,,,,,4,4.25,
37016177,7.2,6.5,6.6,,,,,8,
37006189,4.8,4.5,3.8,,,,,5.5,7.25
37010188,7.8,4.5,,5.5,6.75,7,,4.8,
37002189,7,7,6,,,,,5,8
37012188,7.4,6.75,5.2,,,,,7,8.25
37014178,7.4,5.5,5.6,8,6.75,7,,,
37004173,6,5.5,,,,,5.25,7.5,
37008179,6.6,6,4.8,,,,8,8,8.5
37006190,5,5.5,4.4,,,,,5.75,6.75
37016178,6.2,6.25,6.4,,,,,7,
37010189,7.6,5.5,8,,,,8,7,6.75
37002190,7.4,6.5,8.6,5.5,8,8.25,,,
37012189,7.4,7.5,6,5.25,6.25,5,,,
37014179,8.4,7.75,4.4,,,,6.75,8,9.25
37006191,5.8,6.5,3.2,,,,,6.5,7
37004174,5.2,6,,,,,4.5,5.5,
37008180,3,5,,,,,4.75,6,
37016179,6.4,7,5.6,,,,,7.25,
37010190,7.8,7.25,,8.5,6.75,6.5,,7.6,
37002191,8.4,6,7.8,8.75,8.25,4.5,,,
37012190,7.6,7,5,,,,,7,8
37006192,7.4,7.25,7.2,,,,,7.75,9.5
37014180,5.2,6.5,5.8,,,,5.75,6,8.75
37008181,3,2.5,,,,,2.5,3.5,
37004175,4.2,4.5,,,,,3.5,6.25,
37010191,7,6.75,8,,,,8.25,5.8,8
37016180,4.8,5.5,,,,,,5.75,
37002192,8,8,6.8,8.5,7.25,7.75,,,
37012191,8,6.25,5.2,8.5,5.75,4.25,,,
37006193,4.6,5,5.2,,,,,5.5,5.25
37010192,7,6.75,6.25,,,,8.25,5.6,6
37004176,5.8,4,,,,,4.75,7.25,
37014181,8.8,7.25,5.6,8.25,6,7.5,,,
37008182,6.4,6.75,4.2,,,,6,9,7
37016181,7.6,7,5.8,,,,,8.25,
37002193,7.6,8,7.4,,,,,7.25,8.25
37012192,6.4,8,4,,,,,5.5,6.25
37006194,7,7.25,4.4,8.25,6.75,6,,,
37010193,8.2,7,,8.5,7,6.5,,7,
37008183,6,5.25,4.8,,,,5.75,8.5,8
37004177,6.8,4.25,,,,,7.75,7.25,
37014182,5.2,7.25,5.2,,,,5.25,7.25,8.5
37002194,7.8,6.75,7,7.25,6.5,5.5,,,
37016182,7,8,4.2,,,,,7.25,
37012193,7.2,8.25,5.6,8,5.25,7.5,,,
37006195,8,7.5,5.2,,,,,8,7.75
37010194,5.8,5.5,8.25,,,,8.75,6,6.5
37008184,3.4,3.75,,,,,5,5.25,
37014183,4.8,5,4.4,,,,6.5,7.25,9
37004178,5.2,7.75,4.2,,,,5,6.75,8
37002195,8.4,8.75,7.6,7.5,6.25,5.75,,,
37016183,6.8,5,5,,,,,7.5,
37012194,4.8,5.75,6.4,,,,,6.75,7
37006196,5.6,6.5,5,,,,,8,9.25
37010195,8,7,8.5,,,,9.75,6,8.25
37008185,2,5,,,,,5,6.25,
37002196,7.6,7.75,8,,,,,5.5,7.75
37014184,5,8,4.6,,,,7,5.75,8
37004179,5.4,8.25,4.6,,,,5.5,6.75,
37016184,5.6,6.75,6,,,,,7.5,
37012195,7,7.75,6.4,6.75,6.75,6.5,,,
37006197,7.4,6.75,4.8,,,,,7.5,8.75
37010196,7.2,7,,5.25,7.75,6.75,,5,
37002197,8.6,5.75,8.6,6.5,9.5,6,,,
37008186,4.8,5.5,,,,,5.75,4.75,
37004180,7.8,8,7,7.75,6.25,7.5,,,
37014185,3.8,6.75,4.2,,,,4.5,6,8.25
37016185,5.4,7,5.4,,,,,8,
37012196,7.8,8,7.2,8,7.25,7,,,
37006198,7.4,8,6.8,,,,,7,8.75
37010197,8,6.25,,4,8.25,8.25,,6.2,
37002198,5.8,7.25,7.8,4.5,4,3.25,,,
37008187,7.2,6.25,5,,,,7.5,8.75,8.5
37014186,6,8,4.6,,,,5,6.75,8.5
37004181,4.8,6.5,4,,,,6.5,8,8.25
37016186,4.6,6.75,5,,,,,7.5,
37012197,6.2,7.75,5.4,,,,,6.75,7.25
37006199,6.2,6.25,8.2,8.25,7,7.25,,,
37010198,7.4,5,,7.25,5.5,7.5,,6.4,
37002199,7.8,7.75,9,6.75,8.5,8.75,,,
37008188,5.6,6.5,4.8,,,,7.25,8,8.5
37014187,5.8,8,6.2,,,,8.25,8.25,9.25
37004182,5.6,4.75,2.8,,,,4.75,8,7
37016187,5.4,4.5,5.2,,,,,6,
37012198,8.4,7.75,7.6,,,,,8.5,9.5
37006200,6.8,7.5,6.4,,,,,7.75,8.25
37010199,7.6,7,,8.25,6.75,7.75,,6.4,
37002200,3.6,3,,,,,,4,
37008189,5.8,5,4.8,,,,8,7.5,6.75
37014188,5.8,6.75,2.6,,,,5,6,6
37004183,5.6,6.25,5,,,,4.75,6.75,8
37016188,5.4,7,5.8,,,,,6.75,
37012199,6.6,6.5,4.6,,,,,5.5,5.75
37006201,5.4,6.25,7.2,,,,,4,6.5
37010200,7.8,6.25,,7.5,7.25,7,,5.6,
37002201,6.2,3.25,7.8,,,,,5,6.25
37008190,6.8,5.25,3.2,,,,6.25,6,8.5
37014189,7.6,6.5,3.8,8,6.25,8.5,,,
37004184,6.6,6.75,,,,,6.75,7.25,
37016189,5,6.75,5.2,,,,,7.25,
37012200,7.6,7,6.8,,,,,9.25,8.5
37006202,8.6,8.25,9.4,6.5,7,7.5,,,
37010201,8.4,7.75,,8.25,9,7.25,,8,
37002202,6.8,6.25,9,8,5,4,,,
37008191,6.2,3,,,,,5.75,6.75,
37012201,6,6,4.8,,,,,8.25,7.5
37016190,6,6.25,5,,,,,7.5,
37004185,4.4,3.75,3.4,,,,6.5,6.25,6.75
37014190,6.8,6,3.8,,,,6.25,6.5,7.25
37006203,8.2,8.25,6,5,8,8,,,
37010202,8,7,,6.75,8,7.75,,6,
37002203,7,7.75,8.8,,,,,7.5,9
37008192,6,6,4.6,,,,7.5,8,8.75
37012202,7.2,7.5,6,4,5.75,7,,,
37016191,6,7,5.8,,,,,5.25,
37004186,6.4,4.25,4.2,,,,3.75,7,7.5
37014191,6.6,6.25,4.6,,,,7.25,6.5,8
37006204,6.8,8,6.8,,,,,7,8
37010203,8.4,7.25,,7,6,6,,5,
37002204,7.6,8,8.2,8,8.5,6.25,,,
37008193,6.4,4.5,4.2,,,,5.5,4.5,8.25
37012203,8.4,7.5,6.4,8,8.25,7.75,,,
37016192,2.6,6.25,,,,,,5.75,
37004187,4.4,6,,,,,6,7.5,
37014192,7.2,5.5,5.6,7,6.5,5.75,,,
37006205,7.4,8.5,6.8,6,8.25,7.5,,,
37010204,8,7,7,,,,6,4.8,7.75
37002205,7.4,7,7.4,7.25,6.5,6.25,,,
37008194,6.4,5,,,,,7,5.75,
37012204,7.6,6.25,4.2,,,,,7.5,8.25
37016193,4,7,,,,,,5.75,
37004188,6.8,7.75,5.4,,,,6,8,8.5
37014193,7.2,6,6.4,,,,7,6.75,8.75
37006206,7.2,8,5.4,,,,,7,9.25
37010205,7.8,7,4.5,,,,6.25,5.4,4.75
37002206,8,8,9.4,8,7.75,6.75,,,
37008195,5.8,5.25,4,,,,6,6.75,7
37012205,8.8,7,6.8,8.25,5.75,6.5,,,
37016194,3,5.5,,,,,,4.5,
37006207,5,5.5,4.2,,,,,6.25,6.25
37004189,6,7.5,6.6,,,,7.25,8.25,8.75
37010206,8,7.75,,8.25,7.5,6.5,,6.4,
37014194,7.8,6.5,6,,,,5.25,6.75,9.25
37002207,6.8,6.75,7.6,5.75,4.75,5.5,,,
37008196,5.6,4.75,4.4,,,,7.5,8,9.25
37012206,7.2,6.25,5,5,6.25,5,,,
37016195,4.6,7,5,,,,,7,
37006208,7.6,7.5,5.8,6.25,7.25,6.75,,,
37010207,7.8,8.25,8.5,,,,8.5,8,7.25
37004190,6.4,6.5,4.4,,,,6,8,7.75
37014195,8.4,6.25,5,7.75,9,5.75,,,
37002208,6,6.5,6,5,7,4.5,,,
37012207,6.4,5,3.6,,,,,5,6.25
37008197,7,4.5,,,,,6,6,
37016196,6.2,5,4.8,,,,,5.75,
37006209,7,7.25,5.8,,,,,7,9
37010208,8.4,8,,7.25,9,8.5,,7.4,
37004191,5,7.25,4.8,,,,5,6.25,8
37014196,8,7.5,6.6,,,,5,7,8.5
37002209,6.8,6.5,3.8,,,,,8.25,8.75
37012208,6.2,5,2.4,,,,,6.5,7.25
37008198,7.4,4.5,3.6,,,,8.25,7,8.5
37006210,8.2,7.5,6.6,7.5,8,7,,,
37010209,8.2,6.75,,5.25,8,9.25,,8,
37016197,6.6,5.75,4.2,,,,,8.25,
37004192,4.6,7.5,4.2,,,,5.75,6.5,7
37002210,8.6,7,3.6,8.75,9,6.5,,,
37014197,8.2,7,4.6,7.75,4.25,6.25,,,
37012209,6.8,7,4.2,,,,,8,7.25
37008199,5,4.5,,,,,7,7.25,
37006211,7,8,6.2,7.25,8,7.75,,,
37010210,7.6,7.25,,5.25,5.5,6,,4.2,
37016198,7,6.75,5.6,,,,,8,
37002211,8,6,4.2,,,,,4.75,6
37014198,8.2,6.75,7.4,,,,6,7,8
37004193,7.2,7.75,7.4,,,,8,7.75,8.75
37012210,7.6,7,7,,,,,8.25,8.75
37008200,6,4.25,,,,,5,4.5,
37006212,5,7.75,5.8,,,,,5.75,8
37010211,8,5.75,,8.25,6.5,4.5,,7.6,
37016199,7.4,6,5.6,,,,,7.5,
37002212,6.4,5.75,6.6,,,,,7.5,8
37014199,7.2,4.25,6.8,,,,5,5.75,6.25
37004194,8,7.25,4.2,5.75,7.5,4.75,,,
37012211,7.6,7,5.2,,,,,7.75,9
37008201,4,5.5,4.8,,,,4.75,6.5,7.5
37006213,5.6,7.75,4.6,,,,,8,8.25
37010212,8.4,6,,6.5,9.25,8.5,,5.6,
37016200,4.8,4.75,,,,,,6.75,
37002213,7.2,5.25,3.4,6.5,7.25,4.75,,,
37004195,3.6,5.75,4.6,,,,5,5.5,9
37014200,7.8,8,8,8.75,6,6.5,,,
37012212,8.8,7.75,6.2,8.5,8,8,,,
37008202,1.2,5,,,,,5.5,5.75,
37006214,6.8,8,6.2,3.25,3.5,5,,,
37010213,6.2,7,,5,4.75,6,,7,
37002214,8.2,8.5,6,4.75,6.75,5.75,,,
37016201,4.2,4.5,4.8,,,,,5,
37014201,7.8,6.25,6.4,8.25,5.5,5.5,,,
37004196,6.6,7,6,,,,7,8,9.25
37012213,7.8,7,4.6,,,,,6.75,7.75
37008203,6.4,5.25,,,,,5.25,5.75,
37010214,8.6,6.75,,8,8.25,8.25,,7.2,
37006215,7,8.25,5.2,,,,,8.25,9.25
37002215,6.4,5.5,4.8,,,,,7,6.75
37016202,2.4,3.75,,,,,,4.75,
37004197,5,6,,,,,8,7.25,
37014202,8,6.5,5.8,6.25,7,6.5,,,
37012214,7.8,8.75,5.4,9.25,7.25,6,,,
37008204,6.4,5.5,,,,,5.75,6,
37010215,8.6,7.25,,7,8.75,8.5,,9.2,
37006216,6.6,8,7.6,7.5,6.5,7.5,,,
37002216,6,5.5,5.6,5.25,7.75,4.75,,,
37016203,5.2,6,5.2,,,,,6.75,
37014203,8.2,5.25,5.2,7.75,8.25,7.5,,,
37004198,5.4,5.75,6.8,,,,5.5,6.75,8.75
37012215,8.4,7.25,5.4,7.5,7.5,5.25,,,
37008205,4.8,5.75,3.6,,,,6.5,6.75,8.25
37010216,8.2,7,7.75,,,,7.5,7.6,7.75
37006217,2.8,6.5,4.6,,,,,5.75,7.25
37002217,6.6,8.25,4,,,,,7,8.5
37016204,6.2,6.5,4.4,,,,,6,
37012216,6,8.25,4,,,,,7.5,7.75
37004199,6,7.5,7,,,,7.75,7.25,8.5
37014204,3.6,5.75,5,,,,7,6,8.25
37010217,8.8,6,,7.75,6.5,7.25,,8.2,
37006218,7.6,7.75,6.8,,,,,6.5,8.25
37008206,6.8,6,5.2,7.5,5.5,5.5,,,
37002218,6,5,6,,,,,6.5,7
37016205,7.2,6.5,5.2,,,,,6.75,
37012217,7.6,7.25,7,5.5,5.75,5.75,,,
37014205,7.2,4,4.4,,,,6.5,6,7
37004200,6.2,7.25,5.6,,,,5.5,7.25,8.25
37010218,7.8,4.5,,3.75,4.5,5.5,,5.8,
37006219,7.8,7.75,7.6,8,8.5,6.75,,,
37008207,2,1.25,,,,,2.75,1.75,
37002219,7.6,6.5,7,4.75,6.5,5.5,,,
37016206,6.4,6.75,4.6,,,,,8,
37012218,5.6,6.75,3.4,,,,,7.5,7.25
37004201,6.4,5,4.4,,,,7,6,8.25
37014206,7,5.5,4.8,,,,6.5,7.5,8.75
37010219,8.6,5.5,,6,4.5,6.5,,7,
37006220,4,7,5.2,,,,,5.25,8.5
37002220,7,7.75,7.6,7.25,7.75,5,,,
37008208,7.8,6.25,4.8,5.5,6,4.25,,,
37016207,5.4,6.5,5.8,,,,,8.25,
37012219,8,8.5,5.4,7.75,8,6.75,,,
37004202,4.4,7.5,,,,,6,6.75,
37014207,6.6,7.5,4.6,,,,6.5,6,8.5
37010220,8,6.5,,8.25,4.5,5.5,,8.2,
37006221,6.2,7.5,5.8,,,,,7.5,8.75
37002221,7.2,7.5,6.8,,,,,7.75,8.5
37008209,7.6,5,5.2,,,,5.75,6.75,8
37016208,5.6,6,4.6,,,,,7.75,
37012220,8.8,7.25,8,8.75,8.25,7.75,,,
37014208,6.2,6.5,5.2,,,,6,5.75,7.75
37010221,8.6,7.5,,8.75,6.5,6,,8.6,
37006222,4.2,6.75,4.4,,,,,7,8.25
37004203,6.2,6.25,4,,,,5,8,8.75
37002222,7,5.75,8.2,,,,,8,8.5
37012235,7,8.75,6.8,,,,,8.5,8.75
37010236,7.4,8.5,9,,,,8.5,6.4,9.25
37008224,6.4,5.75,7.2,,,,6.5,5.5,9
37006237,6,7,4.8,,,,,6,7.75
37004217,7,7.25,7.4,4.25,7,7.25,,,
37002237,7.6,7.5,6.8,3,7.5,7.75,,,
37016223,3.8,6,,,,,,5.75,
37014223,6.8,5,6.4,,,,7,7.5,8.5
37012236,6.6,7.25,3.6,,,,,6.75,6.75
37010237,6.6,7,8,,,,8.5,6,8.5
37006238,6.8,7,4,,,,,8.25,8.25
37008225,5.4,4,4.6,,,,6.75,7.75,8.5
37002238,8,7.25,7.8,7.5,8,7,,,
37004218,8,5.5,8.6,8.75,7.25,6,,,
37016224,4.6,6.25,,,,,,6.75,
37012237,7.4,7.75,8.8,8.5,6.25,6.5,,,
37014224,7.4,7,7.4,6.5,5.5,6,,,
37010238,8.2,5.5,,8.25,9.5,7.5,,7.6,
37006239,6.8,4.5,4.8,5.5,6.25,7,,,
37008226,5.8,6.25,4.8,,,,7.5,4.75,8
37002239,6.4,5.25,6,,,,,5,7.5
37004219,6.4,5.5,6.6,3.25,4,3.75,,,
37016225,6.8,5,4,,,,,8.25,
37012238,7.6,8.75,5,5,5.25,6.75,,,
37014225,7.8,6.75,5.8,6.75,6.25,6.5,,,
37010239,8.2,6.75,,8,8.5,6.25,,6,
37006240,5.2,4.5,4.8,,,,,9,8.5
37002240,7.6,6.25,6.4,,,,,7.25,8.5
37008227,2,5.75,,,,,7.5,8.5,
37004220,6.8,7.25,7.4,,,,6.25,8,8.75
37016226,6.4,7.25,5,,,,,9.5,
37012239,8,7.5,5.2,,,,,7.25,9
37014226,7.4,6.25,6,,,,7.25,5.5,7.75
37010240,8.6,5.75,,8,7.75,6,,4.4,
37006241,6.4,4.75,4.2,,,,,6.25,8.75
37002241,7.8,8,7.6,,,,,7.25,9
37008228,3.8,4.25,5,,,,4.5,6.25,5.75
37004221,6.8,7,8.2,,,,8.25,7.5,8.25
37016227,6.4,6.5,5.6,,,,,8.5,
37012240,6.4,6.25,4.6,,,,,4.25,6
37010241,7.6,8,7.25,,,,7.5,9,8.5
37014227,7.6,6.5,5.2,,,,6.5,7.75,7.25
37006242,4.6,3.75,2.8,,,,,5,8
37002242,4,1.75,7.6,,,,,3.5,6
37008229,6,8.5,6,,,,7.5,8.25,8.5
37004222,8.2,7.25,9,6.75,9.5,5.5,,,
37016228,5.8,4.75,3.2,,,,,7.25,
37012241,8.2,8,6.8,8.25,8.5,8.25,,,
37010242,7.8,5.75,,6.5,6.5,6.25,,4,
37006243,6,7.75,4.2,,,,,8,9.5
37014228,8.2,6,5.6,7.25,7.5,5,,,
37002243,6.4,6.75,3.8,,,,,7.5,8.25
37008230,6.6,7.5,6,,,,6.25,6.75,7
37004223,7.4,7,8.2,4.25,6.5,3.75,,,
37016229,7,5.75,6.8,,,,,8.75,
37012242,3,6.5,5.4,,,,,5.5,8
37010243,8,8.25,,7.75,7.25,6,,4.8,
37006244,5.4,7.5,4.6,,,,,6.5,8.5
37002244,7.8,7.25,6.4,7.75,6.25,6.5,,,
37014229,6.8,7.75,7,8.25,6,6,,,
37008231,5.4,7,6.2,6,3.25,4.25,,,
37004224,5.4,7,9,,,,6.75,8.75,8.5
37012243,6.2,6.75,3.8,,,,,8.25,7.5
37016230,6.6,6.75,5.8,,,,,8.5,
37010244,7.6,7.75,,7.75,7.75,7.25,,7.8,
37006245,7,7,5.6,,,,,7,9
37002245,8.6,5.25,3.6,7.5,8,6,,,
37014230,4.8,5.5,4.2,,,,5.5,5.5,7.25
37008232,7.2,5.75,6.6,,,,6,7.75,8.5
37004225,6.6,7.5,6.6,,,,5.75,6.25,8
37012244,7,6.5,5.4,,,,,8.5,9.25
37016231,6.2,5.25,3,,,,,6.5,
37010245,6.6,7.25,6.25,,,,7.5,6,6
37006246,6.8,7.75,7,,,,,6.75,9
37002246,7.2,5.25,5,,,,,8,9
37014231,6,5.75,6.2,,,,5.5,6.5,8.75
37008233,6.4,8.25,6.8,,,,8,9.25,9.25
37004226,8.4,5.5,4,7,7.25,4.25,,,
37012245,6.2,7,4.6,,,,,4.75,5.75
37016232,4.8,5.75,,,,,,5.75,
37010246,8.2,6,,6,8.25,8,,4.4,
37006247,7.2,7.75,6,7.75,8.75,6.5,,,
37002247,6.6,5.75,4.4,,,,,4.75,7.25
37014232,8.4,6.25,7.4,8.25,7.5,6.25,,,
37008234,5.4,6.75,4,,,,6.25,5.5,8
37004227,6.2,5.5,5.8,7.25,6.25,4.75,,,
37012246,4.4,8,8,,,,,6.25,8
37010247,7.2,7.5,,5.75,6.25,8,,6.2,
37016233,6.4,5.5,4.4,,,,,6.75,
37006248,6.8,5.5,4.2,,,,,5.75,7.75
37002248,6.2,5.25,4.2,7.25,6.75,4,,,
37014233,6,7,5.8,,,,5.5,6.25,7.5
37008235,5.2,5.75,6,,,,6,5.25,7.25
37004228,7.6,6.5,4.6,8.5,8.75,5.25,,,
37012247,2.6,5,3.2,,,,,3.75,5.25
37010248,7.4,6.75,8.75,,,,8,3.4,7.25
37016234,2.8,5.5,,,,,,6.5,
37006249,6.4,7.25,5.2,,,,,8.25,8.25
37002249,6.2,5.25,3.2,,,,,4.75,6.5
37014234,7.2,7,4,7.25,8.5,6.75,,,
37008236,5.4,6.25,5.4,,,,4,7,7.75
37012248,6.6,6,4,,,,,7.5,7
37010249,8.8,6.5,,7.5,7.25,7,,5.6,
37004229,6.6,7,2.8,6.5,4,3.5,,,
37006250,5.8,8,7,,,,,8.75,8.75
37002250,7.8,8,7.2,7,7.25,7,,,
37016235,4.4,4.5,,,,,,4.5,
37014235,6.2,7.25,2.6,,,,7.5,7,7.75
37008237,4.4,6.5,5,,,,4.5,7.25,6.75
37012249,7.4,6.5,3.6,7.5,5.75,7,,,
37010250,8.4,7.5,,7.75,6.5,6.25,,6.8,
37004230,8.4,6.75,4.4,6,6.5,5.5,,,
37006251,6.4,7.5,4,4,7,7,,,
37002251,6.4,7,5.4,,,,,8,9
37016236,4,5,3.2,,,,,5.5,
37014236,3.2,5.75,4,,,,7.25,7.25,7.75
37008238,4.4,5.5,,,,,5,4.5,
37012250,7.2,7,4,,,,,6.75,8.5
37010251,7.6,8.25,,5.25,6,4.25,,8.4,
37004231,8,9,7.2,,,,7.5,6.75,9.5
37006252,4,6.75,3.6,,,,,8.25,7.5
37002252,8,8.25,8.2,5.75,6.5,5.75,,,
37016237,6.8,6.75,3.8,,,,,8.75,
37014237,7.4,8,6.2,,,,7.75,8.25,9
37008239,6,6.25,4.6,,,,5.25,7.5,7.75
37010252,6.8,7,,6.75,6.25,5.75,,5,
37012251,8,6.75,5.2,8.5,9.25,7.75,,,
37006253,8.2,8.25,7,7.75,7.5,7,,,
37004232,6.8,8,6.2,,,,7.75,7.75,8.5
37002253,5.4,7,6.4,,,,,4.5,6.75
37016238,5.8,6.75,3.6,,,,,7,
37014238,5.6,8.5,5.6,,,,7,6.75,7.75
37008240,5.6,6.75,6.6,,,,7.25,7.5,7.25
37010253,7.8,6,,7.25,6.75,8.25,,6.6,
37012252,8.8,8,6.8,9,7.75,7.5,,,
37006254,6.4,7,5,,,,,8.25,8.5
37002254,7.6,7,9,,,,,7.5,7.75
37004233,6.6,8.5,6.2,,,,8.75,8.5,9.25
37016239,4.8,6.75,5,,,,,6,
37010254,8.2,8.25,,7.75,8.5,7.75,,8.6,
37012253,6.8,8,6.2,,,,,8.25,9.25
37008241,7.4,6.5,6.2,,,,8,6.5,9.25
37014239,5.2,5.5,5.6,,,,7,5.75,5.5
37006255,4.6,5.75,4,,,,,8,7.75
37002255,6.2,3.5,6,,,,,4.75,6
37004234,7.4,8.5,6.6,,,,7.5,8.5,8.75
37016240,6,7.25,6.2,,,,,7.25,
37010255,8.6,8,,8,7.75,5.5,,9,
37012254,5.6,7.5,3.4,,,,,7,7.25
37008242,6,6.5,6.6,,,,6.25,6.75,8.25
37014240,6.4,5.75,4.4,,,,6.5,6,7.25
37006256,7,7.75,5.8,9,7.75,7,,,
37002256,7.6,6.75,5.8,6.5,7,7,,,
37016241,5.2,5.75,4.6,,,,,5.75,
37004235,7.6,8.25,7.4,,,,7,8,7.75
37010256,8.2,6,,6.5,9,7.5,,8.4,
37012255,5.4,8,3.2,,,,,6,8.25
37008243,6.4,6.5,5.8,,,,6.25,8.75,8.5
37006257,8.2,8.25,6.4,,,,,9,9.5
37014241,7,7.25,4.8,,,,6,6.5,9.25
37002257,5,7,4.8,,,,,6.75,8.75
37016242,4.6,6.25,3,,,,,4.5,
37010257,8.4,7,,6,8.5,8.75,,8.8,
37012256,7.4,8.25,7.4,,,,,9,8.5
37008244,5.2,7.25,6,,,,6.5,7.25,9
37006258,6.2,9,7.6,,,,,7,8.25
37014242,5.8,6.75,4.8,,,,5.75,3.25,4.75
37002258,8,8,8.6,,,,,7.5,10
37016243,5.8,6.75,3.2,,,,,6.75,
37004236,7.8,7,8.2,7.5,7.5,4.25,,,
37010258,6.8,5.75,,6.5,3.75,4,,5.6,
37012257,7.6,7.25,6,6,7.25,7.75,,,
37006259,8.2,8.5,9,8.5,7,7.75,,,
37008245,4.8,5.75,4.8,,,,4.25,6.25,6.5
37002259,6.8,8.5,8.8,,,,,6.5,9.25
37014243,5.4,6.5,5.2,,,,7.5,7.75,8.5
37016244,5.8,6,2.8,,,,,4.5,
37010259,7.2,7.5,,5.75,5.25,6.25,,6.2,
37012258,6.2,7.5,4.8,,,,,6.75,7.25
37006260,8.4,8.5,5.8,7.25,7.75,4.75,,,
37008246,6,6.5,5.6,,,,6.25,6.5,8.5
37002260,5.8,8.5,7.8,,,,,8,9
37014244,5.8,7.75,6,,,,6.75,7.5,7.75
37016245,5.4,7.75,3.6,,,,,7.5,
37010260,6.8,6.75,8.5,,,,9.25,7.2,8
37012259,7.2,8.25,6,,,,,8.5,9.25
37006261,6.8,7.5,4,,,,,7.25,7.5
37002261,5.2,7.5,4.4,,,,,7.25,7.25
37008247,1.8,3.5,,,,,6.75,4.5,
37004237,8,8,7,,,,8,8.75,8
37014245,5.8,7.75,5,,,,8,7.5,9.25
37016246,6.6,7,4.2,,,,,5.75,
37010261,8.6,8,,8,5.25,7,,9,
37012260,8,7.25,4.8,7.75,7.25,7.75,,,
37006262,4.2,6.5,5.6,,,,,7.25,8.25
37002262,8.2,8,8,6.25,9.25,7.75,,,
37008248,7.8,5,5.4,,,,8.5,6.75,6.75
37004238,8.2,8,5.2,7.5,8.5,6.75,,,
37014246,7.2,8.25,6.8,8,8.25,4.75,,,
37010262,8.8,6.25,,8.75,7.5,6.5,,5.4,
37016247,5.2,6.5,4.4,,,,,5.75,
37012261,8,7,5,,,,,8.5,8
37006263,3.4,5.5,3.4,,,,,6.5,8.25
37002263,5.6,6.5,5.8,4,6.25,4.75,,,
37008249,7.4,5.75,5.2,,,,8.25,8.5,8.5
37014247,6.8,6.25,5.6,5,4.75,7.25,,,
37010263,8.4,5.5,,8.5,7.75,6.5,,5.4,
37004239,8.4,6,4.8,7.25,8.75,6.5,,,
37012262,7.2,7,4.2,,,,,6.25,8.75
37016248,3.2,5.5,,,,,,5.5,
37006264,6,6.5,5.2,,,,,8,9.25
37002264,7.2,6.5,7.6,6.75,7.5,5.25,,,
37008250,3.4,3,,,,,4.25,6,
37014248,8.4,7.5,6,7.75,6.75,6.75,,,
37010264,8,6.5,,7.5,5.25,6.5,,8.8,
37012263,6.4,7,4.4,,,,,6,7.5
37004240,8.6,4.75,5,9.25,8.5,6.5,,,
37016249,5.6,6.5,,,,,,7.75,
37006265,4.8,6.25,3.6,,,,,7,7.5
37002265,8.4,7,9,4.75,5,5,,,
37008251,5.4,5.5,,,,,6,4.75,
37014249,7.2,7.75,5,,,,7,5.5,7.75
37010265,8.2,5,,8.25,6.25,5.75,,8.6,
37012264,7.4,7.25,6.8,,,,,8,8
37004241,7,7.25,4.2,,,,7.5,7.75,8.5
37016250,3,5,4,,,,,4.75,
37006266,6.6,6.25,6.6,5.75,6.75,7.25,,,
37002266,7.4,6.25,8.4,6.75,4.25,6.5,,,
